contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration,symbol,type
IWM251113C00247000,2025-11-11 21:14:44+00:00,247.0,0.37,0.0,0.0,0.0,0.0,2472.0,0.0,0.0312596875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00248000,2025-11-11 21:14:44+00:00,248.0,0.21,0.0,0.0,0.0,0.0,864.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00249000,2025-11-11 21:09:45+00:00,249.0,0.11,0.0,0.0,0.0,0.0,702.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00250000,2025-11-11 20:57:36+00:00,250.0,0.04,0.0,0.0,0.0,0.0,749.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00251000,2025-11-11 21:01:00+00:00,251.0,0.03,0.0,0.0,0.0,0.0,287.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00252000,2025-11-11 20:59:42+00:00,252.0,0.02,0.0,0.0,0.0,0.0,89.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00253000,2025-11-11 20:02:14+00:00,253.0,0.01,0.0,0.0,0.0,0.0,549.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00254000,2025-11-11 20:33:23+00:00,254.0,0.01,0.0,0.0,0.0,0.0,49.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00255000,2025-11-11 20:56:11+00:00,255.0,0.01,0.0,0.0,0.0,0.0,502.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00256000,2025-11-11 20:32:37+00:00,256.0,0.01,0.0,0.0,0.0,0.0,30.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00257000,2025-11-11 15:08:06+00:00,257.0,0.01,0.0,0.0,0.0,0.0,6.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00258000,2025-11-06 15:21:47+00:00,258.0,0.08,0.0,0.0,0.0,0.0,2.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00259000,2025-11-11 14:53:13+00:00,259.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00260000,2025-11-10 16:03:05+00:00,260.0,0.01,0.0,0.0,0.0,0.0,2.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00261000,2025-11-07 19:29:46+00:00,261.0,0.02,0.0,0.0,0.0,0.0,9.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00262000,2025-11-03 20:35:57+00:00,262.0,0.08,0.0,0.0,0.0,0.0,4.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251113C00265000,2025-10-31 14:09:43+00:00,265.0,0.13,0.0,0.0,0.0,0.0,8.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,call
IWM251114C00150000,2025-11-03 14:32:30+00:00,150.0,95.36,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00170000,2025-11-11 14:45:03+00:00,170.0,72.92,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00175000,2025-10-31 19:19:36+00:00,175.0,71.34,0.0,0.0,0.0,0.0,27.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00180000,2025-10-14 16:46:36+00:00,180.0,67.88,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00190000,2025-11-10 20:03:37+00:00,190.0,55.17,0.0,0.0,0.0,0.0,8.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00200000,2025-11-11 20:08:33+00:00,200.0,44.26,0.0,0.0,0.0,0.0,4.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00205000,2025-10-07 19:57:40+00:00,205.0,40.29,37.09,37.24,0.0,0.0,,10.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00210000,2025-11-07 20:53:24+00:00,210.0,31.43,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00211000,2025-11-07 15:30:37+00:00,211.0,27.92,0.0,0.0,0.0,0.0,4.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00214000,2025-11-10 14:48:04+00:00,214.0,30.81,0.0,0.0,0.0,0.0,16.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00215000,2025-11-07 20:54:42+00:00,215.0,26.39,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00216000,2025-11-07 20:15:49+00:00,216.0,25.25,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00217000,2025-10-10 17:34:54+00:00,217.0,25.96,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00219000,2025-11-10 17:01:30+00:00,219.0,24.79,0.0,0.0,0.0,0.0,5.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00220000,2025-11-11 20:50:00+00:00,220.0,24.53,0.0,0.0,0.0,0.0,3.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00221000,2025-11-10 20:50:36+00:00,221.0,23.83,0.0,0.0,0.0,0.0,44.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00222000,2025-11-11 17:44:01+00:00,222.0,21.92,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00223000,2025-11-07 19:47:47+00:00,223.0,18.13,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00224000,2025-10-24 18:01:41+00:00,224.0,27.1,0.0,0.0,0.0,0.0,6.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00225000,2025-11-07 19:47:47+00:00,225.0,16.25,0.0,0.0,0.0,0.0,9.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00226000,2025-11-10 16:05:22+00:00,226.0,16.62,0.0,0.0,0.0,0.0,9.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00227000,2025-11-11 15:38:44+00:00,227.0,16.39,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00228000,2025-11-11 16:04:44+00:00,228.0,15.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00229000,2025-11-10 17:24:05+00:00,229.0,15.08,0.0,0.0,0.0,0.0,4.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00230000,2025-11-11 14:59:07+00:00,230.0,14.2,0.0,0.0,0.0,0.0,4.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00231000,2025-11-11 17:07:56+00:00,231.0,13.05,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00232000,2025-11-11 17:57:28+00:00,232.0,12.55,0.0,0.0,0.0,0.0,3.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00232500,2025-11-10 15:25:41+00:00,232.5,11.54,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00233000,2025-11-11 15:14:45+00:00,233.0,10.31,0.0,0.0,0.0,0.0,2.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00234000,2025-11-11 16:35:47+00:00,234.0,9.63,0.0,0.0,0.0,0.0,17.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00235000,2025-11-11 21:11:01+00:00,235.0,9.35,0.0,0.0,0.0,0.0,126.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00236000,2025-11-11 20:31:50+00:00,236.0,8.14,0.0,0.0,0.0,0.0,11.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00237000,2025-11-11 20:57:00+00:00,237.0,7.68,0.0,0.0,0.0,0.0,20.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00237500,2025-11-11 20:46:22+00:00,237.5,7.24,0.0,0.0,0.0,0.0,11.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00238000,2025-11-11 17:18:48+00:00,238.0,6.3,0.0,0.0,0.0,0.0,31.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00239000,2025-11-11 20:29:57+00:00,239.0,5.6,0.0,0.0,0.0,0.0,45.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00240000,2025-11-11 20:58:42+00:00,240.0,4.77,0.0,0.0,0.0,0.0,96.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00241000,2025-11-11 20:48:24+00:00,241.0,4.18,0.0,0.0,0.0,0.0,558.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00242000,2025-11-11 21:05:39+00:00,242.0,3.25,0.0,0.0,0.0,0.0,474.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00242500,2025-11-11 21:07:33+00:00,242.5,2.93,0.0,0.0,0.0,0.0,195.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00243000,2025-11-11 20:56:58+00:00,243.0,2.69,0.0,0.0,0.0,0.0,1218.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00244000,2025-11-11 21:10:40+00:00,244.0,1.98,0.0,0.0,0.0,0.0,2295.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00245000,2025-11-11 21:13:27+00:00,245.0,1.49,0.0,0.0,0.0,0.0,17000.0,0.0,0.007822421875,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00246000,2025-11-11 21:07:46+00:00,246.0,1.09,0.0,0.0,0.0,0.0,5695.0,0.0,0.015634843750000002,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00247000,2025-11-11 21:13:20+00:00,247.0,0.73,0.0,0.0,0.0,0.0,469.0,0.0,0.0312596875,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00247500,2025-11-11 21:03:39+00:00,247.5,0.53,0.0,0.0,0.0,0.0,212.0,0.0,0.0312596875,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00248000,2025-11-11 20:55:31+00:00,248.0,0.5,0.0,0.0,0.0,0.0,1076.0,0.0,0.0312596875,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00249000,2025-11-11 21:09:39+00:00,249.0,0.29,0.0,0.0,0.0,0.0,550.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00250000,2025-11-11 21:10:51+00:00,250.0,0.18,0.0,0.0,0.0,0.0,2111.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-14,IWM,call
IWM251114C00251000,2025-11-11 20:53:57+00:00,251.0,0.11,0.0,0.0,0.0,0.0,521.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-14,IWM,call
