contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration,symbol,type
IWM251112P00219000,2025-11-11 14:50:57+00:00,219.0,0.01,0.0,0.0,0.0,0.0,3.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00220000,2025-11-10 14:51:34+00:00,220.0,0.01,0.0,0.0,0.0,0.0,195.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00221000,2025-11-10 16:32:13+00:00,221.0,0.02,0.0,0.0,0.0,0.0,10.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00222000,2025-11-10 19:39:50+00:00,222.0,0.01,0.0,0.0,0.0,0.0,7.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00223000,2025-11-11 14:40:07+00:00,223.0,0.01,0.0,0.0,0.0,0.0,5.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00224000,2025-11-10 18:37:07+00:00,224.0,0.02,0.0,0.0,0.0,0.0,13.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00225000,2025-11-11 14:59:32+00:00,225.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00226000,2025-11-11 14:39:48+00:00,226.0,0.02,0.0,0.0,0.0,0.0,1.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00227000,2025-11-11 21:14:42+00:00,227.0,0.01,0.0,0.0,0.0,0.0,58.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00228000,2025-11-11 18:06:55+00:00,228.0,0.01,0.0,0.0,0.0,0.0,8.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00229000,2025-11-11 15:38:52+00:00,229.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00230000,2025-11-11 18:00:32+00:00,230.0,0.01,0.0,0.0,0.0,0.0,1356.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00231000,2025-11-11 20:18:20+00:00,231.0,0.01,0.0,0.0,0.0,0.0,709.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00232000,2025-11-11 20:51:25+00:00,232.0,0.01,0.0,0.0,0.0,0.0,111.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00233000,2025-11-11 20:53:04+00:00,233.0,0.01,0.0,0.0,0.0,0.0,229.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00234000,2025-11-11 21:02:59+00:00,234.0,0.01,0.0,0.0,0.0,0.0,796.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00235000,2025-11-11 20:54:32+00:00,235.0,0.01,0.0,0.0,0.0,0.0,270.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00236000,2025-11-11 20:51:41+00:00,236.0,0.02,0.0,0.0,0.0,0.0,292.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00237000,2025-11-11 21:09:21+00:00,237.0,0.02,0.0,0.0,0.0,0.0,1297.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00238000,2025-11-11 21:01:43+00:00,238.0,0.03,0.0,0.0,0.0,0.0,2244.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00239000,2025-11-11 21:13:58+00:00,239.0,0.04,0.0,0.0,0.0,0.0,833.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00240000,2025-11-11 21:13:48+00:00,240.0,0.07,0.0,0.0,0.0,0.0,5831.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00241000,2025-11-11 21:14:54+00:00,241.0,0.11,0.0,0.0,0.0,0.0,5607.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00242000,2025-11-11 21:14:48+00:00,242.0,0.23,0.0,0.0,0.0,0.0,5371.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00243000,2025-11-11 21:14:55+00:00,243.0,0.43,0.0,0.0,0.0,0.0,6469.0,0.0,0.0312596875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00244000,2025-11-11 21:14:55+00:00,244.0,0.77,0.0,0.0,0.0,0.0,6599.0,0.0,0.007822421875,0.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00245000,2025-11-11 21:14:01+00:00,245.0,1.31,0.0,0.0,0.0,0.0,2363.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00246000,2025-11-11 21:08:52+00:00,246.0,1.99,0.0,0.0,0.0,0.0,1222.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00247000,2025-11-11 20:59:45+00:00,247.0,2.91,0.0,0.0,0.0,0.0,1241.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00248000,2025-11-11 20:54:08+00:00,248.0,3.48,0.0,0.0,0.0,0.0,228.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00249000,2025-11-11 20:16:46+00:00,249.0,4.78,0.0,0.0,0.0,0.0,27.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00250000,2025-11-11 20:37:27+00:00,250.0,6.05,0.0,0.0,0.0,0.0,33.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00251000,2025-11-11 20:37:27+00:00,251.0,7.05,0.0,0.0,0.0,0.0,60.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00252000,2025-11-11 20:37:27+00:00,252.0,8.08,0.0,0.0,0.0,0.0,120.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00254000,2025-11-11 20:37:27+00:00,254.0,10.05,0.0,0.0,0.0,0.0,10.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00255000,2025-11-11 20:37:27+00:00,255.0,11.04,0.0,0.0,0.0,0.0,54.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00256000,2025-11-11 20:37:27+00:00,256.0,12.05,0.0,0.0,0.0,0.0,60.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00257000,2025-11-11 14:45:03+00:00,257.0,14.19,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00258000,2025-11-07 14:31:51+00:00,258.0,19.49,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00259000,2025-11-06 14:41:51+00:00,259.0,15.35,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00261000,2025-11-11 14:45:03+00:00,261.0,18.19,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00263000,2025-11-04 15:13:10+00:00,263.0,19.49,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251112P00266000,2025-11-04 19:21:33+00:00,266.0,23.87,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-12,IWM,put
IWM251113P00180000,2025-11-07 21:01:30+00:00,180.0,0.01,0.0,0.0,0.0,0.0,6.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00190000,2025-11-07 19:24:32+00:00,190.0,0.01,0.0,0.0,0.0,0.0,794.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00200000,2025-11-07 19:33:45+00:00,200.0,0.02,0.0,0.0,0.0,0.0,530.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00205000,2025-11-07 19:32:25+00:00,205.0,0.02,0.0,0.0,0.0,0.0,508.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00207000,2025-11-07 19:33:16+00:00,207.0,0.04,0.0,0.0,0.0,0.0,53.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00209000,2025-11-07 15:57:42+00:00,209.0,0.07,0.0,0.0,0.0,0.0,205.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00210000,2025-11-07 16:50:57+00:00,210.0,0.07,0.0,0.0,0.0,0.0,3.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00211000,2025-11-07 15:57:42+00:00,211.0,0.08,0.0,0.0,0.0,0.0,85.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00212000,2025-11-07 19:31:39+00:00,212.0,0.06,0.0,0.0,0.0,0.0,240.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00213000,2025-11-10 15:59:17+00:00,213.0,0.02,0.0,0.0,0.0,0.0,4.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00214000,2025-11-11 15:31:31+00:00,214.0,0.01,0.0,0.0,0.0,0.0,2.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00215000,2025-11-07 19:25:13+00:00,215.0,0.06,0.0,0.0,0.0,0.0,94.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00216000,2025-11-07 18:11:55+00:00,216.0,0.1,0.0,0.0,0.0,0.0,283.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00217000,2025-11-11 15:27:17+00:00,217.0,0.01,0.0,0.0,0.0,0.0,12.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00218000,2025-11-07 15:57:44+00:00,218.0,0.15,0.0,0.0,0.0,0.0,247.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00219000,2025-11-07 20:12:33+00:00,219.0,0.09,0.0,0.0,0.0,0.0,119.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00220000,2025-11-10 17:13:42+00:00,220.0,0.03,0.0,0.0,0.0,0.0,9.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00221000,2025-11-10 16:24:50+00:00,221.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00222000,2025-11-11 15:32:22+00:00,222.0,0.02,0.0,0.0,0.0,0.0,8.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00223000,2025-11-11 14:45:06+00:00,223.0,0.02,0.0,0.0,0.0,0.0,2.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00224000,2025-11-11 20:49:02+00:00,224.0,0.01,0.0,0.0,0.0,0.0,60.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00225000,2025-11-11 15:43:00+00:00,225.0,0.03,0.0,0.0,0.0,0.0,83.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00226000,2025-11-11 20:59:16+00:00,226.0,0.01,0.0,0.0,0.0,0.0,9.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00227000,2025-11-11 19:48:50+00:00,227.0,0.02,0.0,0.0,0.0,0.0,29.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00228000,2025-11-11 16:23:40+00:00,228.0,0.03,0.0,0.0,0.0,0.0,12.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00229000,2025-11-11 20:03:51+00:00,229.0,0.01,0.0,0.0,0.0,0.0,7.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00230000,2025-11-11 20:59:16+00:00,230.0,0.02,0.0,0.0,0.0,0.0,42.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00231000,2025-11-11 20:44:57+00:00,231.0,0.02,0.0,0.0,0.0,0.0,16.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00232000,2025-11-11 20:44:57+00:00,232.0,0.03,0.0,0.0,0.0,0.0,64.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00233000,2025-11-11 20:03:51+00:00,233.0,0.04,0.0,0.0,0.0,0.0,14.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00234000,2025-11-11 21:03:36+00:00,234.0,0.05,0.0,0.0,0.0,0.0,239.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00235000,2025-11-11 21:12:56+00:00,235.0,0.05,0.0,0.0,0.0,0.0,82.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00236000,2025-11-11 19:35:34+00:00,236.0,0.06,0.0,0.0,0.0,0.0,176.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00237000,2025-11-11 20:53:22+00:00,237.0,0.09,0.0,0.0,0.0,0.0,161.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00238000,2025-11-11 20:55:43+00:00,238.0,0.12,0.0,0.0,0.0,0.0,220.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00239000,2025-11-11 21:09:24+00:00,239.0,0.19,0.0,0.0,0.0,0.0,415.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00240000,2025-11-11 21:10:00+00:00,240.0,0.28,0.0,0.0,0.0,0.0,717.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00241000,2025-11-11 21:02:44+00:00,241.0,0.41,0.0,0.0,0.0,0.0,274.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00242000,2025-11-11 21:07:36+00:00,242.0,0.62,0.0,0.0,0.0,0.0,958.0,0.0,0.0312596875,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00243000,2025-11-11 21:01:38+00:00,243.0,0.87,0.0,0.0,0.0,0.0,751.0,0.0,0.015634843750000002,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00244000,2025-11-11 21:11:50+00:00,244.0,1.33,0.0,0.0,0.0,0.0,960.0,0.0,0.0039162109375,0.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00245000,2025-11-11 21:13:22+00:00,245.0,1.81,0.0,0.0,0.0,0.0,279.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00246000,2025-11-11 20:59:56+00:00,246.0,2.38,0.0,0.0,0.0,0.0,323.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00247000,2025-11-11 20:52:52+00:00,247.0,2.95,0.0,0.0,0.0,0.0,9.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00248000,2025-11-11 20:48:28+00:00,248.0,3.79,0.0,0.0,0.0,0.0,8.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00249000,2025-11-11 20:36:15+00:00,249.0,5.15,0.0,0.0,0.0,0.0,3.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00250000,2025-11-11 16:19:54+00:00,250.0,6.46,0.0,0.0,0.0,0.0,10.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00252000,2025-11-10 16:27:23+00:00,252.0,9.19,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00253000,2025-11-11 21:10:23+00:00,253.0,8.86,0.0,0.0,0.0,0.0,85.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00254000,2025-11-10 18:05:43+00:00,254.0,9.45,0.0,0.0,0.0,0.0,63.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00256000,2025-11-07 18:06:06+00:00,256.0,17.83,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251113P00264000,2025-11-04 16:39:06+00:00,264.0,20.63,0.0,0.0,0.0,0.0,,0.0,1.0000000000000003e-05,1.0,REGULAR,USD,2025-11-13,IWM,put
IWM251114P00140000,2025-10-27 17:47:33+00:00,140.0,0.01,0.0,0.0,0.0,0.0,17.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00145000,2025-11-07 19:34:06+00:00,145.0,0.01,0.0,0.0,0.0,0.0,6.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00150000,2025-11-07 19:13:54+00:00,150.0,0.01,0.0,0.0,0.0,0.0,2.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00155000,2025-11-07 19:11:19+00:00,155.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00160000,2025-11-06 17:14:42+00:00,160.0,0.01,0.0,0.0,0.0,0.0,5.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00165000,2025-10-29 15:42:03+00:00,165.0,0.01,0.0,0.0,0.0,0.0,2.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00170000,2025-11-11 15:15:46+00:00,170.0,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00175000,2025-11-07 15:42:59+00:00,175.0,0.01,0.0,0.0,0.0,0.0,189.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00180000,2025-11-07 20:40:32+00:00,180.0,0.02,0.0,0.0,0.0,0.0,200.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00185000,2025-11-07 20:03:23+00:00,185.0,0.02,0.0,0.0,0.0,0.0,213.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00190000,2025-11-07 19:27:29+00:00,190.0,0.02,0.0,0.0,0.0,0.0,17.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00195000,2025-11-07 19:28:28+00:00,195.0,0.03,0.0,0.0,0.0,0.0,56.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00200000,2025-11-07 19:27:32+00:00,200.0,0.04,0.0,0.0,0.0,0.0,406.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00205000,2025-11-10 20:12:10+00:00,205.0,0.02,0.0,0.0,0.0,0.0,44.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00208000,2025-11-11 15:48:28+00:00,208.0,0.01,0.0,0.0,0.0,0.0,15.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00209000,2025-11-07 19:50:54+00:00,209.0,0.07,0.0,0.0,0.0,0.0,26.0,0.0,0.500005,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00210000,2025-11-11 17:30:53+00:00,210.0,0.01,0.0,0.0,0.0,0.0,218.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00211000,2025-11-07 20:36:44+00:00,211.0,0.07,0.0,0.0,0.0,0.0,1407.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00212000,2025-11-11 20:33:45+00:00,212.0,0.01,0.0,0.0,0.0,0.0,28.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00214000,2025-11-11 14:54:17+00:00,214.0,0.03,0.0,0.0,0.0,0.0,20.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00215000,2025-11-11 20:42:54+00:00,215.0,0.01,0.0,0.0,0.0,0.0,24.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00216000,2025-11-10 19:49:45+00:00,216.0,0.03,0.0,0.0,0.0,0.0,16.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00217000,2025-11-11 18:58:25+00:00,217.0,0.02,0.0,0.0,0.0,0.0,4.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00218000,2025-11-10 20:43:20+00:00,218.0,0.04,0.0,0.0,0.0,0.0,18.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00219000,2025-11-11 19:43:14+00:00,219.0,0.02,0.0,0.0,0.0,0.0,5.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00220000,2025-11-11 20:52:30+00:00,220.0,0.02,0.0,0.0,0.0,0.0,764.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00221000,2025-11-11 18:18:59+00:00,221.0,0.02,0.0,0.0,0.0,0.0,4.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00222000,2025-11-11 20:54:30+00:00,222.0,0.03,0.0,0.0,0.0,0.0,11.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00223000,2025-11-11 20:19:07+00:00,223.0,0.02,0.0,0.0,0.0,0.0,2628.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00224000,2025-11-11 20:44:19+00:00,224.0,0.03,0.0,0.0,0.0,0.0,163.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00225000,2025-11-11 20:57:49+00:00,225.0,0.02,0.0,0.0,0.0,0.0,53.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00226000,2025-11-11 15:43:09+00:00,226.0,0.06,0.0,0.0,0.0,0.0,7.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00227000,2025-11-11 20:57:49+00:00,227.0,0.04,0.0,0.0,0.0,0.0,9.0,0.0,0.2500075,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00228000,2025-11-11 18:49:33+00:00,228.0,0.04,0.0,0.0,0.0,0.0,181.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00229000,2025-11-11 20:36:16+00:00,229.0,0.04,0.0,0.0,0.0,0.0,21.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00230000,2025-11-11 21:03:02+00:00,230.0,0.06,0.0,0.0,0.0,0.0,117.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00231000,2025-11-11 19:56:42+00:00,231.0,0.06,0.0,0.0,0.0,0.0,49.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00232000,2025-11-11 20:46:12+00:00,232.0,0.08,0.0,0.0,0.0,0.0,123.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00232500,2025-11-11 20:55:47+00:00,232.5,0.08,0.0,0.0,0.0,0.0,22.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00233000,2025-11-11 21:13:02+00:00,233.0,0.08,0.0,0.0,0.0,0.0,191.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00234000,2025-11-11 21:14:24+00:00,234.0,0.11,0.0,0.0,0.0,0.0,105.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00235000,2025-11-11 21:07:28+00:00,235.0,0.13,0.0,0.0,0.0,0.0,2745.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00236000,2025-11-11 20:13:54+00:00,236.0,0.16,0.0,0.0,0.0,0.0,254.0,0.0,0.12500875,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00237000,2025-11-11 21:13:02+00:00,237.0,0.23,0.0,0.0,0.0,0.0,444.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-14,IWM,put
IWM251114P00237500,2025-11-11 21:09:39+00:00,237.5,0.26,0.0,0.0,0.0,0.0,145.0,0.0,0.062509375,0.0,REGULAR,USD,2025-11-14,IWM,put
